term_id,term,normalized,category,language,status
,mild abnormal circulating renin,mild abnormal circulating renin,symptom_modifier,english,active
,mild abnormal circulating renin concentration,mild abnormal circulating renin concentration,symptom_modifier,english,active
,mild abnormal circulating reticulated platelet count,mild abnormal circulating reticulated platelet count,symptom_modifier,english,active
,mild abnormal circulating retinol-binding protein concentration,mild abnormal circulating retinol-binding protein concentration,symptom_modifier,english,active
,mild abnormal circulating reverse t3 concentration,mild abnormal circulating reverse t3 concentration,symptom_modifier,english,active
,mild abnormal circulating sarcosine concentration,mild abnormal circulating sarcosine concentration,symptom_modifier,english,active
,mild abnormal circulating selenium concentration,mild abnormal circulating selenium concentration,symptom_modifier,english,active
,mild abnormal circulating serine concentration,mild abnormal circulating serine concentration,symptom_modifier,english,active
,mild abnormal circulating serine family amino acid concentration,mild abnormal circulating serine family amino acid concentration,symptom_modifier,english,active
,mild abnormal circulating sex hormone concentration,mild abnormal circulating sex hormone concentration,symptom_modifier,english,active
,mild abnormal circulating sex steroid concentration,mild abnormal circulating sex steroid concentration,symptom_modifier,english,active
,mild abnormal circulating short-chain fatty-acid concentration,mild abnormal circulating short-chain fatty-acid concentration,symptom_modifier,english,active
,mild abnormal circulating sulfur amino acid concentration,mild abnormal circulating sulfur amino acid concentration,symptom_modifier,english,active
,mild abnormal circulating sulphur amino acid concentration,mild abnormal circulating sulphur amino acid concentration,symptom_modifier,english,active
,mild abnormal circulating superoxide dismutase activity,mild abnormal circulating superoxide dismutase activity,symptom_modifier,english,active
,mild abnormal circulating t4 concentration,mild abnormal circulating t4 concentration,symptom_modifier,english,active
,mild abnormal circulating t4 level,mild abnormal circulating t4 level,symptom_modifier,english,active
,mild abnormal circulating testosterone concentration,mild abnormal circulating testosterone concentration,symptom_modifier,english,active
,mild abnormal circulating threonine concentration,mild abnormal circulating threonine concentration,symptom_modifier,english,active
,mild abnormal circulating thromboxane concentration,mild abnormal circulating thromboxane concentration,symptom_modifier,english,active
,mild abnormal circulating thyroglobulin concentration,mild abnormal circulating thyroglobulin concentration,symptom_modifier,english,active
,mild abnormal circulating thyroglobulin level,mild abnormal circulating thyroglobulin level,symptom_modifier,english,active
,mild abnormal circulating thyroid hormone concentration,mild abnormal circulating thyroid hormone concentration,symptom_modifier,english,active
,mild abnormal circulating thyrotropin concentration,mild abnormal circulating thyrotropin concentration,symptom_modifier,english,active
,mild abnormal circulating thyroxine level,mild abnormal circulating thyroxine level,symptom_modifier,english,active
,mild abnormal circulating thyroxine-binding globulin concentration,mild abnormal circulating thyroxine-binding globulin concentration,symptom_modifier,english,active
,mild abnormal circulating transferrin concentration,mild abnormal circulating transferrin concentration,symptom_modifier,english,active
,mild abnormal circulating transferrin level,mild abnormal circulating transferrin level,symptom_modifier,english,active
,mild abnormal circulating tryptophan concentration,mild abnormal circulating tryptophan concentration,symptom_modifier,english,active
,mild abnormal circulating tyrosine concentration,mild abnormal circulating tyrosine concentration,symptom_modifier,english,active
,mild abnormal circulating udp glucose-4-epimerase concentration,mild abnormal circulating udp glucose-4-epimerase concentration,symptom_modifier,english,active
,mild abnormal circulating unsaturated fatty acid concentration,mild abnormal circulating unsaturated fatty acid concentration,symptom_modifier,english,active
,mild abnormal circulating uridine diphosphate glucose-4-epimerase concentration,mild abnormal circulating uridine diphosphate glucose-4-epimerase concentration,symptom_modifier,english,active
,mild abnormal circulating valine concentration,mild abnormal circulating valine concentration,symptom_modifier,english,active
,mild abnormal circulating vitamin a concentration,mild abnormal circulating vitamin a concentration,symptom_modifier,english,active
,mild abnormal circulating vitamin b12 concentration,mild abnormal circulating vitamin b12 concentration,symptom_modifier,english,active
,mild abnormal circulating vitamin b6 concentration,mild abnormal circulating vitamin b6 concentration,symptom_modifier,english,active
,mild abnormal circulating vitamin b6 level,mild abnormal circulating vitamin b6 level,symptom_modifier,english,active
,mild abnormal circulating vitamin e concentration,mild abnormal circulating vitamin e concentration,symptom_modifier,english,active
,mild abnormal circulation phospho-ck concentration,mild abnormal circulation phospho-ck concentration,symptom_modifier,english,active
,mild abnormal citrulline levels in cerebrospinal fluid,mild abnormal citrulline levels in cerebrospinal fluid,symptom_modifier,english,active
,mild abnormal class-switched memory b cell proportion,mild abnormal class-switched memory b cell proportion,symptom_modifier,english,active
,mild abnormal clavicle morphology,mild abnormal clavicle morphology,symptom_modifier,english,active
,mild abnormal clavicles,mild abnormal clavicles,symptom_modifier,english,active
,recurrent fever,recurrent fever,symptom_modifier,english,active
,recurrent cough,recurrent cough,symptom_modifier,english,active
,recurrent headache,recurrent headache,symptom_modifier,english,active
,recurrent chest pain,recurrent chest pain,symptom_modifier,english,active
,recurrent difficulty breathing,recurrent difficulty breathing,symptom_modifier,english,active
,recurrent shortness of breath,recurrent shortness of breath,symptom_modifier,english,active
,recurrent vomiting,recurrent vomiting,symptom_modifier,english,active
,recurrent diarrhea,recurrent diarrhea,symptom_modifier,english,active
,recurrent abdominal pain,recurrent abdominal pain,symptom_modifier,english,active
,recurrent nausea,recurrent nausea,symptom_modifier,english,active
,recurrent dizziness,recurrent dizziness,symptom_modifier,english,active
,recurrent fatigue,recurrent fatigue,symptom_modifier,english,active
,recurrent sore throat,recurrent sore throat,symptom_modifier,english,active
,recurrent runny nose,recurrent runny nose,symptom_modifier,english,active
,recurrent body pain,recurrent body pain,symptom_modifier,english,active
,recurrent back pain,recurrent back pain,symptom_modifier,english,active
,recurrent ear pain,recurrent ear pain,symptom_modifier,english,active
,recurrent eye pain,recurrent eye pain,symptom_modifier,english,active
,recurrent rash,recurrent rash,symptom_modifier,english,active
,recurrent palpitations,recurrent palpitations,symptom_modifier,english,active
,recurrent confusion,recurrent confusion,symptom_modifier,english,active
,recurrent seizure,recurrent seizure,symptom_modifier,english,active
,recurrent bleeding,recurrent bleeding,symptom_modifier,english,active
,recurrent burn,recurrent burn,symptom_modifier,english,active
,recurrent weakness,recurrent weakness,symptom_modifier,english,active
,recurrent swelling,recurrent swelling,symptom_modifier,english,active
,recurrent itching,recurrent itching,symptom_modifier,english,active
,recurrent chills,recurrent chills,symptom_modifier,english,active
,recurrent loss of appetite,recurrent loss of appetite,symptom_modifier,english,active
,recurrent urinary pain,recurrent urinary pain,symptom_modifier,english,active
,recurrent constipation,recurrent constipation,symptom_modifier,english,active
,recurrent insomnia,recurrent insomnia,symptom_modifier,english,active
,recurrent wheezing,recurrent wheezing,symptom_modifier,english,active
,recurrent coughing blood,recurrent coughing blood,symptom_modifier,english,active
,recurrent vomiting blood,recurrent vomiting blood,symptom_modifier,english,active
,recurrent fainting,recurrent fainting,symptom_modifier,english,active
,recurrent numbness,recurrent numbness,symptom_modifier,english,active
,recurrent paralysis,recurrent paralysis,symptom_modifier,english,active
,recurrent vision loss,recurrent vision loss,symptom_modifier,english,active
,recurrent 1-methylhistidinuria,recurrent 1-methylhistidinuria,symptom_modifier,english,active
,recurrent 1-minute apgar score of 0,recurrent 1-minute apgar score of 0,symptom_modifier,english,active
,recurrent 1-minute apgar score of 1,recurrent 1-minute apgar score of 1,symptom_modifier,english,active
,recurrent 1-minute apgar score of 2,recurrent 1-minute apgar score of 2,symptom_modifier,english,active
,recurrent 1-minute apgar score of 3,recurrent 1-minute apgar score of 3,symptom_modifier,english,active
,recurrent 1-minute apgar score of 4,recurrent 1-minute apgar score of 4,symptom_modifier,english,active
,recurrent 1-minute apgar score of 5,recurrent 1-minute apgar score of 5,symptom_modifier,english,active
,recurrent 1-minute apgar score of 6,recurrent 1-minute apgar score of 6,symptom_modifier,english,active
,recurrent 10 pairs of ribs,recurrent 10 pairs of ribs,symptom_modifier,english,active
,recurrent 10-minute apgar score of 0,recurrent 10-minute apgar score of 0,symptom_modifier,english,active
,recurrent 10-minute apgar score of 1,recurrent 10-minute apgar score of 1,symptom_modifier,english,active
,recurrent 10-minute apgar score of 2,recurrent 10-minute apgar score of 2,symptom_modifier,english,active
,recurrent 10-minute apgar score of 3,recurrent 10-minute apgar score of 3,symptom_modifier,english,active
,recurrent 10-minute apgar score of 4,recurrent 10-minute apgar score of 4,symptom_modifier,english,active
,recurrent 10-minute apgar score of 5,recurrent 10-minute apgar score of 5,symptom_modifier,english,active
,recurrent 10-minute apgar score of 6,recurrent 10-minute apgar score of 6,symptom_modifier,english,active
,recurrent 11 pairs of ribs,recurrent 11 pairs of ribs,symptom_modifier,english,active
,recurrent 11 thoracic vertebrae,recurrent 11 thoracic vertebrae,symptom_modifier,english,active
,recurrent 2 vessel cord,recurrent 2 vessel cord,symptom_modifier,english,active
,recurrent 2 vessel umbilical cord,recurrent 2 vessel umbilical cord,symptom_modifier,english,active
,recurrent 2'-deoxyadenosine (dado) elevated in urine,recurrent 2'-deoxyadenosine (dado) elevated in urine,symptom_modifier,english,active
,"recurrent 2,8-dihydroxyadenine crystalluria","recurrent 2,8-dihydroxyadenine crystalluria",symptom_modifier,english,active
,"recurrent 2,8-dihydroxyadenine urinary crystals","recurrent 2,8-dihydroxyadenine urinary crystals",symptom_modifier,english,active
,recurrent 2--hydroxyphenylacetic aciduria,recurrent 2--hydroxyphenylacetic aciduria,symptom_modifier,english,active
,recurrent 2-aminoadipic aciduria,recurrent 2-aminoadipic aciduria,symptom_modifier,english,active
,recurrent 2-ethylhydracylic aciduria,recurrent 2-ethylhydracylic aciduria,symptom_modifier,english,active
,recurrent 2-hydroxy-3-methylvaleric acid high in urine,recurrent 2-hydroxy-3-methylvaleric acid high in urine,symptom_modifier,english,active
,recurrent 2-hydroxyadipic acid high in urine,recurrent 2-hydroxyadipic acid high in urine,symptom_modifier,english,active
,recurrent 2-hydroxyadipic aciduria,recurrent 2-hydroxyadipic aciduria,symptom_modifier,english,active
,recurrent 2-hydroxyglutarate aciduria,recurrent 2-hydroxyglutarate aciduria,symptom_modifier,english,active
,"recurrent 2-methyl-2,3-dihydroxybutyrate high in urine","recurrent 2-methyl-2,3-dihydroxybutyrate high in urine",symptom_modifier,english,active
,recurrent 2-methylacetoacetic acid present in urine,recurrent 2-methylacetoacetic acid present in urine,symptom_modifier,english,active
,recurrent 2-methylbutyryl glycinuria,recurrent 2-methylbutyryl glycinuria,symptom_modifier,english,active
,recurrent 2-methylcitric acid high in urine,recurrent 2-methylcitric acid high in urine,symptom_modifier,english,active
,recurrent 2-oxoadipic aciduria,recurrent 2-oxoadipic aciduria,symptom_modifier,english,active
,recurrent 2:1 atrioventricular block,recurrent 2:1 atrioventricular block,symptom_modifier,english,active
,recurrent 2:1 av block,recurrent 2:1 av block,symptom_modifier,english,active
,recurrent 2nd toe symphalangism,recurrent 2nd toe symphalangism,symptom_modifier,english,active
,recurrent 2nd-5th toe middle phalangeal hypoplasia,recurrent 2nd-5th toe middle phalangeal hypoplasia,symptom_modifier,english,active
,recurrent 3-hydroxydicarboxylic aciduria,recurrent 3-hydroxydicarboxylic aciduria,symptom_modifier,english,active
,recurrent 3-hydroxyglutaric acid high in urine,recurrent 3-hydroxyglutaric acid high in urine,symptom_modifier,english,active
,recurrent 3-hydroxyisobutyryl-coa hydrolase deficiency,recurrent 3-hydroxyisobutyryl-coa hydrolase deficiency,symptom_modifier,english,active
,recurrent 3-hydroxyisovaleric aciduria,recurrent 3-hydroxyisovaleric aciduria,symptom_modifier,english,active
,recurrent 3-hydroxypropionic acid high in urine,recurrent 3-hydroxypropionic acid high in urine,symptom_modifier,english,active
,recurrent 3-ketoacyl-coa thiolase (thio) deficiency,recurrent 3-ketoacyl-coa thiolase (thio) deficiency,symptom_modifier,english,active
,recurrent 3-methylcrotonyl coa carboxylase low in fibroblasts,recurrent 3-methylcrotonyl coa carboxylase low in fibroblasts,symptom_modifier,english,active
,recurrent 3-methylglutaconic aciduria,recurrent 3-methylglutaconic aciduria,symptom_modifier,english,active
,recurrent 3-methylglutaconicaciduria,recurrent 3-methylglutaconicaciduria,symptom_modifier,english,active
,recurrent 3-methylglutaric aciduria,recurrent 3-methylglutaric aciduria,symptom_modifier,english,active
,recurrent 3-methylglutaricaciduria,recurrent 3-methylglutaricaciduria,symptom_modifier,english,active
,recurrent 3-methylhistidinuria,recurrent 3-methylhistidinuria,symptom_modifier,english,active
,recurrent 3rd toe clinodactyly,recurrent 3rd toe clinodactyly,symptom_modifier,english,active
,recurrent 4-hydroxyisovaleric acid present in urine,recurrent 4-hydroxyisovaleric acid present in urine,symptom_modifier,english,active
,recurrent 4-hydroxyphenylacetic aciduria,recurrent 4-hydroxyphenylacetic aciduria,symptom_modifier,english,active
,recurrent 4-hydroxyphenyllactic aciduria,recurrent 4-hydroxyphenyllactic aciduria,symptom_modifier,english,active
,recurrent 4-hydroxyphenylpyruvic aciduria,recurrent 4-hydroxyphenylpyruvic aciduria,symptom_modifier,english,active
,recurrent 4-layered lissencephaly,recurrent 4-layered lissencephaly,symptom_modifier,english,active
,"recurrent 46,xy gonadal dysgenesis","recurrent 46,xy gonadal dysgenesis",symptom_modifier,english,active
,recurrent 4th finger camptodactyly,recurrent 4th finger camptodactyly,symptom_modifier,english,active
,recurrent 5-fluorouracil exposure,recurrent 5-fluorouracil exposure,symptom_modifier,english,active
,recurrent 5-hydroxymethyluracil high in blood,recurrent 5-hydroxymethyluracil high in blood,symptom_modifier,english,active
,recurrent 5-hydroxymethyluracil high in csf,recurrent 5-hydroxymethyluracil high in csf,symptom_modifier,english,active
,recurrent 5-hydroxymethyluracil high in urine,recurrent 5-hydroxymethyluracil high in urine,symptom_modifier,english,active
,recurrent 5-minute apgar score of 0,recurrent 5-minute apgar score of 0,symptom_modifier,english,active
,recurrent 5-minute apgar score of 1,recurrent 5-minute apgar score of 1,symptom_modifier,english,active
,recurrent 5-minute apgar score of 2,recurrent 5-minute apgar score of 2,symptom_modifier,english,active
,recurrent 5-minute apgar score of 3,recurrent 5-minute apgar score of 3,symptom_modifier,english,active
,recurrent 5-minute apgar score of 4,recurrent 5-minute apgar score of 4,symptom_modifier,english,active
,recurrent 5-minute apgar score of 5,recurrent 5-minute apgar score of 5,symptom_modifier,english,active
,recurrent 5-minute apgar score of 6,recurrent 5-minute apgar score of 6,symptom_modifier,english,active
,recurrent 5-oxoprolinase deficiency,recurrent 5-oxoprolinase deficiency,symptom_modifier,english,active
,recurrent 5th finger middle phalangeal hypoplasia,recurrent 5th finger middle phalangeal hypoplasia,symptom_modifier,english,active
,recurrent 6 long bones of hand,recurrent 6 long bones of hand,symptom_modifier,english,active
,recurrent 6 metacarpals,recurrent 6 metacarpals,symptom_modifier,english,active
,recurrent 6-layered lissencephaly,recurrent 6-layered lissencephaly,symptom_modifier,english,active
,recurrent 6-mercaptopurine exposure,recurrent 6-mercaptopurine exposure,symptom_modifier,english,active
,recurrent a decline or reduced social expression and social connectedness,recurrent a decline or reduced social expression and social connectedness,symptom_modifier,english,active
,recurrent a severe pyogenic infection of the epidural space,recurrent a severe pyogenic infection of the epidural space,symptom_modifier,english,active
,recurrent aa amyloidosis,recurrent aa amyloidosis,symptom_modifier,english,active
,recurrent abasia,recurrent abasia,symptom_modifier,english,active
,recurrent abdominal adhesions,recurrent abdominal adhesions,symptom_modifier,english,active
,recurrent abdominal aortic aneurysm,recurrent abdominal aortic aneurysm,symptom_modifier,english,active
,recurrent abdominal aortic calcification,recurrent abdominal aortic calcification,symptom_modifier,english,active
,recurrent abdominal aortic dissection,recurrent abdominal aortic dissection,symptom_modifier,english,active
,recurrent abdominal aseptic abscess,recurrent abdominal aseptic abscess,symptom_modifier,english,active
,recurrent abdominal aura,recurrent abdominal aura,symptom_modifier,english,active
,recurrent abdominal bloating,recurrent abdominal bloating,symptom_modifier,english,active
,recurrent abdominal colic,recurrent abdominal colic,symptom_modifier,english,active
,recurrent abdominal cramps,recurrent abdominal cramps,symptom_modifier,english,active
,recurrent abdominal distension,recurrent abdominal distension,symptom_modifier,english,active
,recurrent abdominal distension (gaseous),recurrent abdominal distension (gaseous),symptom_modifier,english,active
,recurrent abdominal distention,recurrent abdominal distention,symptom_modifier,english,active
,recurrent abdominal ectopia cordis,recurrent abdominal ectopia cordis,symptom_modifier,english,active
,recurrent abdominal guarding,recurrent abdominal guarding,symptom_modifier,english,active
,recurrent abdominal mass,recurrent abdominal mass,symptom_modifier,english,active
,recurrent abdominal muscular hypoplasia,recurrent abdominal muscular hypoplasia,symptom_modifier,english,active
,recurrent abdominal obesity,recurrent abdominal obesity,symptom_modifier,english,active
,recurrent abdominal organ duplication,recurrent abdominal organ duplication,symptom_modifier,english,active
,recurrent abdominal protuberance,recurrent abdominal protuberance,symptom_modifier,english,active
,recurrent abdominal reflex absent,recurrent abdominal reflex absent,symptom_modifier,english,active
,recurrent abdominal rigidity,recurrent abdominal rigidity,symptom_modifier,english,active
,"recurrent abdominal rigidity, unspecified site","recurrent abdominal rigidity, unspecified site",symptom_modifier,english,active
,recurrent abdominal situs ambiguus,recurrent abdominal situs ambiguus,symptom_modifier,english,active
,recurrent abdominal situs inversus,recurrent abdominal situs inversus,symptom_modifier,english,active
,recurrent abdominal swelling,recurrent abdominal swelling,symptom_modifier,english,active
,recurrent abdominal symptom,recurrent abdominal symptom,symptom_modifier,english,active
,"recurrent abdominal tenderness, unspecified site","recurrent abdominal tenderness, unspecified site",symptom_modifier,english,active
,recurrent abdominal wall defect,recurrent abdominal wall defect,symptom_modifier,english,active
,recurrent abdominal wall mass,recurrent abdominal wall mass,symptom_modifier,english,active
,recurrent abdominal wall muscle weakness,recurrent abdominal wall muscle weakness,symptom_modifier,english,active
,recurrent abducens nerve palsy,recurrent abducens nerve palsy,symptom_modifier,english,active
,recurrent abducens nerve paralysis,recurrent abducens nerve paralysis,symptom_modifier,english,active
,recurrent abducens nerve paresis,recurrent abducens nerve paresis,symptom_modifier,english,active
,recurrent abducens palsy,recurrent abducens palsy,symptom_modifier,english,active
,recurrent abducted thumb,recurrent abducted thumb,symptom_modifier,english,active
,recurrent abduction contracture of the shoulder,recurrent abduction contracture of the shoulder,symptom_modifier,english,active
,recurrent aberrant melanosome maturation,recurrent aberrant melanosome maturation,symptom_modifier,english,active
,recurrent aberrant neuronal branching,recurrent aberrant neuronal branching,symptom_modifier,english,active
,recurrent aberrant right subclavian artery,recurrent aberrant right subclavian artery,symptom_modifier,english,active
,recurrent aberrant right subclavian artery syndrome,recurrent aberrant right subclavian artery syndrome,symptom_modifier,english,active
,recurrent aberrant thyroid,recurrent aberrant thyroid,symptom_modifier,english,active
,recurrent aberrant thyroid gland,recurrent aberrant thyroid gland,symptom_modifier,english,active
,recurrent abetalipoproteinemia,recurrent abetalipoproteinemia,symptom_modifier,english,active
,recurrent ablepharon,recurrent ablepharon,symptom_modifier,english,active
,recurrent ablepharon of eyelid,recurrent ablepharon of eyelid,symptom_modifier,english,active
,recurrent abn cytolog find in specmn from oth female genital organs,recurrent abn cytolog find in specmn from oth female genital organs,symptom_modifier,english,active
,recurrent abn cytolog findings in specmn from oth dgstv org/abd cav,recurrent abn cytolog findings in specmn from oth dgstv org/abd cav,symptom_modifier,english,active
,"recurrent abn findings on dx imaging of abd regions, inc retroperiton","recurrent abn findings on dx imaging of abd regions, inc retroperiton",symptom_modifier,english,active
,recurrent abn histolog findings in specmn from female genital organs,recurrent abn histolog findings in specmn from female genital organs,symptom_modifier,english,active
,recurrent abn histolog findings in specmn from male genital organs,recurrent abn histolog findings in specmn from male genital organs,symptom_modifier,english,active
,recurrent abn immunolog findings in specmn from female genital organs,recurrent abn immunolog findings in specmn from female genital organs,symptom_modifier,english,active
,recurrent abn immunolog findings in specmn from male genital organs,recurrent abn immunolog findings in specmn from male genital organs,symptom_modifier,english,active
,recurrent abn lev drug/meds/biol subst in cerebrospinal fluid,recurrent abn lev drug/meds/biol subst in cerebrospinal fluid,symptom_modifier,english,active
,recurrent abn lev drug/meds/biol subst in specimens from oth org/tiss,recurrent abn lev drug/meds/biol subst in specimens from oth org/tiss,symptom_modifier,english,active
,recurrent abn lev drug/meds/biol subst in specimens from resp org/thrx,recurrent abn lev drug/meds/biol subst in specimens from resp org/thrx,symptom_modifier,english,active
,recurrent abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,recurrent abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,symptom_modifier,english,active
,recurrent abn lev drug/meds/biol subst in specmn from fem gntl organs,recurrent abn lev drug/meds/biol subst in specmn from fem gntl organs,symptom_modifier,english,active
,recurrent abn lev drug/meds/biol subst in specmn from male gntl organs,recurrent abn lev drug/meds/biol subst in specmn from male gntl organs,symptom_modifier,english,active
,recurrent abn lev enzymes in specimens from dgstv org/abd cav,recurrent abn lev enzymes in specimens from dgstv org/abd cav,symptom_modifier,english,active
,recurrent abn lev enzymes in specimens from female genital organs,recurrent abn lev enzymes in specimens from female genital organs,symptom_modifier,english,active
,recurrent abn lev enzymes in specimens from male genital organs,recurrent abn lev enzymes in specimens from male genital organs,symptom_modifier,english,active
,recurrent abn lev hormones in specimens from dgstv org/abd cav,recurrent abn lev hormones in specimens from dgstv org/abd cav,symptom_modifier,english,active
,recurrent abn lev hormones in specimens from female genital organs,recurrent abn lev hormones in specimens from female genital organs,symptom_modifier,english,active
,recurrent abn lev hormones in specimens from male genital organs,recurrent abn lev hormones in specimens from male genital organs,symptom_modifier,english,active
,recurrent abn lev substances chiefly nonmedicinal as to source in csf,recurrent abn lev substances chiefly nonmedicinal as to source in csf,symptom_modifier,english,active
,recurrent abn lev substnc nonmed source in specmn fr dgstv org/abd cav,recurrent abn lev substnc nonmed source in specmn fr dgstv org/abd cav,symptom_modifier,english,active
,recurrent abn lev substnc nonmed source in specmn from fem gntl organs,recurrent abn lev substnc nonmed source in specmn from fem gntl organs,symptom_modifier,english,active
,recurrent abn lev substnc nonmed source in specmn from male gntl org,recurrent abn lev substnc nonmed source in specmn from male gntl org,symptom_modifier,english,active
,recurrent abn lev substnc nonmed source in specmn from oth org/tiss,recurrent abn lev substnc nonmed source in specmn from oth org/tiss,symptom_modifier,english,active
,recurrent abn lev substnc nonmed source in specmn from resp org/thrx,recurrent abn lev substnc nonmed source in specmn from resp org/thrx,symptom_modifier,english,active
,recurrent abn microbiolog find in specmn from female genital organs,recurrent abn microbiolog find in specmn from female genital organs,symptom_modifier,english,active
,recurrent abn microbiolog findings in specmn from dgstv org/abd cav,recurrent abn microbiolog findings in specmn from dgstv org/abd cav,symptom_modifier,english,active
,recurrent abn microbiolog findings in specmn from male genital organs,recurrent abn microbiolog findings in specmn from male genital organs,symptom_modifier,english,active
,"recurrent abn radlgc find on dx imaging renal pelv, ureter, or blddr","recurrent abn radlgc find on dx imaging renal pelv, ureter, or blddr",symptom_modifier,english,active
,recurrent abn radlgc findings on dx imaging of other urinary organs,recurrent abn radlgc findings on dx imaging of other urinary organs,symptom_modifier,english,active
,recurrent abn results of function studies of ear and oth sp senses,recurrent abn results of function studies of ear and oth sp senses,symptom_modifier,english,active
,recurrent abnormal 1st metacarpal morphology,recurrent abnormal 1st metacarpal morphology,symptom_modifier,english,active
,recurrent abnormal 2nd finger morphology,recurrent abnormal 2nd finger morphology,symptom_modifier,english,active
,recurrent abnormal 2nd metacarpal morphology,recurrent abnormal 2nd metacarpal morphology,symptom_modifier,english,active
,recurrent abnormal 2nd toe morphology,recurrent abnormal 2nd toe morphology,symptom_modifier,english,active
,recurrent abnormal 2nd toe phalanx morphology,recurrent abnormal 2nd toe phalanx morphology,symptom_modifier,english,active
,recurrent abnormal 3rd finger morphology,recurrent abnormal 3rd finger morphology,symptom_modifier,english,active
,recurrent abnormal 3rd finger phalanx morphology,recurrent abnormal 3rd finger phalanx morphology,symptom_modifier,english,active
,recurrent abnormal 3rd metacarpal epiphysis morphology,recurrent abnormal 3rd metacarpal epiphysis morphology,symptom_modifier,english,active
,recurrent abnormal 3rd metacarpal morphology,recurrent abnormal 3rd metacarpal morphology,symptom_modifier,english,active
,recurrent abnormal 3rd toe morphology,recurrent abnormal 3rd toe morphology,symptom_modifier,english,active
,recurrent abnormal 4th finger morphology,recurrent abnormal 4th finger morphology,symptom_modifier,english,active
,recurrent abnormal 4th finger phalanx morphology,recurrent abnormal 4th finger phalanx morphology,symptom_modifier,english,active
,recurrent abnormal 4th metacarpal epiphysis morphology,recurrent abnormal 4th metacarpal epiphysis morphology,symptom_modifier,english,active
,recurrent abnormal 4th metacarpal morphology,recurrent abnormal 4th metacarpal morphology,symptom_modifier,english,active
,recurrent abnormal 4th toe morphology,recurrent abnormal 4th toe morphology,symptom_modifier,english,active
,recurrent abnormal 5th finger morphology,recurrent abnormal 5th finger morphology,symptom_modifier,english,active
,recurrent abnormal 5th finger phalanx morphology,recurrent abnormal 5th finger phalanx morphology,symptom_modifier,english,active
,recurrent abnormal 5th metacarpal epiphysis morphology,recurrent abnormal 5th metacarpal epiphysis morphology,symptom_modifier,english,active
,recurrent abnormal 5th metacarpal morphology,recurrent abnormal 5th metacarpal morphology,symptom_modifier,english,active
,recurrent abnormal 5th toe morphology,recurrent abnormal 5th toe morphology,symptom_modifier,english,active
,recurrent abnormal 6-hydroxypurine phosphoribosyltransferase level,recurrent abnormal 6-hydroxypurine phosphoribosyltransferase level,symptom_modifier,english,active
,recurrent abnormal a-type atrial natriuretic peptide level,recurrent abnormal a-type atrial natriuretic peptide level,symptom_modifier,english,active
,recurrent abnormal abdomen morphology,recurrent abnormal abdomen morphology,symptom_modifier,english,active
,recurrent abnormal abdominal wall morphology,recurrent abnormal abdominal wall morphology,symptom_modifier,english,active
,recurrent abnormal abducens nerve morphology,recurrent abnormal abducens nerve morphology,symptom_modifier,english,active
,recurrent abnormal abeta 40 level,recurrent abnormal abeta 40 level,symptom_modifier,english,active
,recurrent abnormal absence of menstruation,recurrent abnormal absence of menstruation,symptom_modifier,english,active
,recurrent abnormal acetabulum morphology,recurrent abnormal acetabulum morphology,symptom_modifier,english,active
,recurrent abnormal achilles tendon morphology,recurrent abnormal achilles tendon morphology,symptom_modifier,english,active
,recurrent abnormal activity of mitochondrial respiratory chain,recurrent abnormal activity of mitochondrial respiratory chain,symptom_modifier,english,active
,recurrent abnormal adiponectin level,recurrent abnormal adiponectin level,symptom_modifier,english,active
,recurrent abnormal adipose tissue morphology,recurrent abnormal adipose tissue morphology,symptom_modifier,english,active
,recurrent abnormal adrenal gland position,recurrent abnormal adrenal gland position,symptom_modifier,english,active
,recurrent abnormal adrenal morphology,recurrent abnormal adrenal morphology,symptom_modifier,english,active
,recurrent abnormal affect,recurrent abnormal affect,symptom_modifier,english,active
,recurrent abnormal affect regulation,recurrent abnormal affect regulation,symptom_modifier,english,active
,recurrent abnormal alanine levels in cerebrospinal fluid,recurrent abnormal alanine levels in cerebrospinal fluid,symptom_modifier,english,active
,recurrent abnormal albumin level,recurrent abnormal albumin level,symptom_modifier,english,active
,recurrent abnormal albumin levels in cerebrospinal fluid,recurrent abnormal albumin levels in cerebrospinal fluid,symptom_modifier,english,active
,recurrent abnormal alcohol consumption,recurrent abnormal alcohol consumption,symptom_modifier,english,active
,recurrent abnormal aldolase level,recurrent abnormal aldolase level,symptom_modifier,english,active
,recurrent abnormal alpha granule content,recurrent abnormal alpha granule content,symptom_modifier,english,active
,recurrent abnormal alpha granule distribution,recurrent abnormal alpha granule distribution,symptom_modifier,english,active
,recurrent abnormal alpha granules,recurrent abnormal alpha granules,symptom_modifier,english,active
,recurrent abnormal alpha-aminobutyrate levels in cerebrospinal fluid,recurrent abnormal alpha-aminobutyrate levels in cerebrospinal fluid,symptom_modifier,english,active
,recurrent abnormal alveolar epithelial type ii cell morphology,recurrent abnormal alveolar epithelial type ii cell morphology,symptom_modifier,english,active
,recurrent abnormal alveolar macrophage morphology,recurrent abnormal alveolar macrophage morphology,symptom_modifier,english,active
,recurrent abnormal alveolar ridge morphology,recurrent abnormal alveolar ridge morphology,symptom_modifier,english,active
