term_id,term,normalized,category,language,status
,acute abnormal auditory evoked potentials,acute abnormal auditory evoked potentials,symptom_modifier,english,active
,acute abnormal auditory function study,acute abnormal auditory function study,symptom_modifier,english,active
,acute abnormal auditory reflex,acute abnormal auditory reflex,symptom_modifier,english,active
,acute abnormal automated kinetic perimetry test,acute abnormal automated kinetic perimetry test,symptom_modifier,english,active
,acute abnormal autonomic nervous system morphology,acute abnormal autonomic nervous system morphology,symptom_modifier,english,active
,acute abnormal autonomic nervous system physiology,acute abnormal autonomic nervous system physiology,symptom_modifier,english,active
,acute abnormal axial muscle morphology,acute abnormal axial muscle morphology,symptom_modifier,english,active
,acute abnormal axial skeleton morphology,acute abnormal axial skeleton morphology,symptom_modifier,english,active
,acute abnormal axonemal organisation of respiratory motile cilia,acute abnormal axonemal organisation of respiratory motile cilia,symptom_modifier,english,active
,acute abnormal axonemal organization of respiratory motile cilia,acute abnormal axonemal organization of respiratory motile cilia,symptom_modifier,english,active
,acute abnormal b cell count,acute abnormal b cell count,symptom_modifier,english,active
,acute abnormal b cell morphology,acute abnormal b cell morphology,symptom_modifier,english,active
,acute abnormal b cell physiology,acute abnormal b cell physiology,symptom_modifier,english,active
,acute abnormal b cell proliferation,acute abnormal b cell proliferation,symptom_modifier,english,active
,acute abnormal b cell subset distribution,acute abnormal b cell subset distribution,symptom_modifier,english,active
,acute abnormal b cells,acute abnormal b cells,symptom_modifier,english,active
,acute abnormal b-type natriuretic peptide level,acute abnormal b-type natriuretic peptide level,symptom_modifier,english,active
,acute abnormal basal ganglia morphology,acute abnormal basal ganglia morphology,symptom_modifier,english,active
,acute abnormal basal ganglia mri signal intensity,acute abnormal basal ganglia mri signal intensity,symptom_modifier,english,active
,acute abnormal base excess,acute abnormal base excess,symptom_modifier,english,active
,acute abnormal basophil morphology,acute abnormal basophil morphology,symptom_modifier,english,active
,acute abnormal beliefs,acute abnormal beliefs,symptom_modifier,english,active
,acute abnormal belly button,acute abnormal belly button,symptom_modifier,english,active
,acute abnormal best corrected visual acuity test,acute abnormal best corrected visual acuity test,symptom_modifier,english,active
,acute abnormal beta amyloid 40 level,acute abnormal beta amyloid 40 level,symptom_modifier,english,active
,acute abnormal big toe bones,acute abnormal big toe bones,symptom_modifier,english,active
,acute abnormal biliary tract morphology,acute abnormal biliary tract morphology,symptom_modifier,english,active
,acute abnormal biliary tract physiology,acute abnormal biliary tract physiology,symptom_modifier,english,active
,acute abnormal biochemical composition of broncho-alveolar fluid,acute abnormal biochemical composition of broncho-alveolar fluid,symptom_modifier,english,active
,acute abnormal biotinidase level,acute abnormal biotinidase level,symptom_modifier,english,active
,acute abnormal biparietal diameter,acute abnormal biparietal diameter,symptom_modifier,english,active
,acute abnormal bladder morphology,acute abnormal bladder morphology,symptom_modifier,english,active
,acute abnormal bleeding,acute abnormal bleeding,symptom_modifier,english,active
,acute abnormal blink rate,acute abnormal blink rate,symptom_modifier,english,active
,acute abnormal blistering of the skin,acute abnormal blistering of the skin,symptom_modifier,english,active
,acute abnormal blood 5-methyltetrahydrofolate level,acute abnormal blood 5-methyltetrahydrofolate level,symptom_modifier,english,active
,acute abnormal blood calcium concentration,acute abnormal blood calcium concentration,symptom_modifier,english,active
,acute abnormal blood calcium levels,acute abnormal blood calcium levels,symptom_modifier,english,active
,acute abnormal blood carbon dioxide level,acute abnormal blood carbon dioxide level,symptom_modifier,english,active
,acute abnormal blood cation concentration,acute abnormal blood cation concentration,symptom_modifier,english,active
,acute abnormal blood chloride concentration,acute abnormal blood chloride concentration,symptom_modifier,english,active
,acute abnormal blood cl concentration,acute abnormal blood cl concentration,symptom_modifier,english,active
,acute abnormal blood clot,acute abnormal blood clot,symptom_modifier,english,active
,acute abnormal blood clotting,acute abnormal blood clotting,symptom_modifier,english,active
,acute abnormal blood coagulation studies,acute abnormal blood coagulation studies,symptom_modifier,english,active
,acute abnormal blood creatinine level,acute abnormal blood creatinine level,symptom_modifier,english,active
,acute abnormal blood folate concentration,acute abnormal blood folate concentration,symptom_modifier,english,active
,acute abnormal blood gas level in cord blood,acute abnormal blood gas level in cord blood,symptom_modifier,english,active
,acute abnormal blood glucose concentration,acute abnormal blood glucose concentration,symptom_modifier,english,active
,acute abnormal blood inorganic cation concentration,acute abnormal blood inorganic cation concentration,symptom_modifier,english,active
,acute abnormal blood ion concentration,acute abnormal blood ion concentration,symptom_modifier,english,active
,acute abnormal blood k concentration,acute abnormal blood k concentration,symptom_modifier,english,active
,acute abnormal blood monovalent inorganic cation concentration,acute abnormal blood monovalent inorganic cation concentration,symptom_modifier,english,active
,acute abnormal blood na+ levels,acute abnormal blood na+ levels,symptom_modifier,english,active
,acute abnormal blood o2 level,acute abnormal blood o2 level,symptom_modifier,english,active
,acute abnormal blood oxygen level,acute abnormal blood oxygen level,symptom_modifier,english,active
,acute abnormal blood oxygen levels,acute abnormal blood oxygen levels,symptom_modifier,english,active
,acute abnormal blood phosphate concentration,acute abnormal blood phosphate concentration,symptom_modifier,english,active
,acute abnormal blood potassium concentration,acute abnormal blood potassium concentration,symptom_modifier,english,active
,acute abnormal blood sodium concentration,acute abnormal blood sodium concentration,symptom_modifier,english,active
,acute abnormal blood transition element cation concentration,acute abnormal blood transition element cation concentration,symptom_modifier,english,active
,acute abnormal blood urea nitrogen concentration,acute abnormal blood urea nitrogen concentration,symptom_modifier,english,active
,acute abnormal blood vessel morphology,acute abnormal blood vessel morphology,symptom_modifier,english,active
,acute abnormal blood zinc concentration,acute abnormal blood zinc concentration,symptom_modifier,english,active
,acute abnormal blood-gas level,acute abnormal blood-gas level,symptom_modifier,english,active
,acute abnormal bmi,acute abnormal bmi,symptom_modifier,english,active
,acute abnormal body mass index,acute abnormal body mass index,symptom_modifier,english,active
,acute abnormal bone collagen fibril morphology,acute abnormal bone collagen fibril morphology,symptom_modifier,english,active
,acute abnormal bone marrow cell morphology,acute abnormal bone marrow cell morphology,symptom_modifier,english,active
,acute abnormal bone maturation of vertebra,acute abnormal bone maturation of vertebra,symptom_modifier,english,active
,acute abnormal bone ossification,acute abnormal bone ossification,symptom_modifier,english,active
,acute abnormal bone structure,acute abnormal bone structure,symptom_modifier,english,active
,acute abnormal bones of 4th finger,acute abnormal bones of 4th finger,symptom_modifier,english,active
,acute abnormal bowel sounds,acute abnormal bowel sounds,symptom_modifier,english,active
,acute abnormal bowman capsule morphology,acute abnormal bowman capsule morphology,symptom_modifier,english,active
,acute abnormal bowman space morphology,acute abnormal bowman space morphology,symptom_modifier,english,active
,acute abnormal bpd,acute abnormal bpd,symptom_modifier,english,active
,acute abnormal brain choline level by magnetic resonance spectroscopy,acute abnormal brain choline level by magnetic resonance spectroscopy,symptom_modifier,english,active
,acute abnormal brain choline level by mrs,acute abnormal brain choline level by mrs,symptom_modifier,english,active
,acute abnormal brain choline/creatine ratio by mrs,acute abnormal brain choline/creatine ratio by mrs,symptom_modifier,english,active
,acute abnormal brain creatine level by magnetic resonance spectroscopy,acute abnormal brain creatine level by magnetic resonance spectroscopy,symptom_modifier,english,active
,acute abnormal brain creatine level by mrs,acute abnormal brain creatine level by mrs,symptom_modifier,english,active
,acute abnormal brain fdg pet scan,acute abnormal brain fdg pet scan,symptom_modifier,english,active
,acute abnormal brain fdg positron emission tomography,acute abnormal brain fdg positron emission tomography,symptom_modifier,english,active
,acute abnormal brain glutamine level by mrs,acute abnormal brain glutamine level by mrs,symptom_modifier,english,active
,acute abnormal brain imaging,acute abnormal brain imaging,symptom_modifier,english,active
,acute abnormal brain lactate level by mrs,acute abnormal brain lactate level by mrs,symptom_modifier,english,active
,acute abnormal brain morphology,acute abnormal brain morphology,symptom_modifier,english,active
,acute abnormal brain n-acetyl aspartate level by magnetic resonance spectroscopy,acute abnormal brain n-acetyl aspartate level by magnetic resonance spectroscopy,symptom_modifier,english,active
,acute abnormal brain n-acetyl aspartate level by mrs,acute abnormal brain n-acetyl aspartate level by mrs,symptom_modifier,english,active
,acute abnormal brain pet scan,acute abnormal brain pet scan,symptom_modifier,english,active
,acute abnormal brain positron emission tomography,acute abnormal brain positron emission tomography,symptom_modifier,english,active
,acute abnormal brain scan,acute abnormal brain scan,symptom_modifier,english,active
,acute abnormal brain-evoked potentials,acute abnormal brain-evoked potentials,symptom_modifier,english,active
,acute abnormal brainstem auditory-evoked potentials,acute abnormal brainstem auditory-evoked potentials,symptom_modifier,english,active
,acute abnormal brainstem morphology,acute abnormal brainstem morphology,symptom_modifier,english,active
,acute abnormal brainstem mri signal intensity,acute abnormal brainstem mri signal intensity,symptom_modifier,english,active
,acute abnormal brainstem white matter morphology,acute abnormal brainstem white matter morphology,symptom_modifier,english,active
,acute abnormal branched-chain amino acid levels in cerbrospinal fluid,acute abnormal branched-chain amino acid levels in cerbrospinal fluid,symptom_modifier,english,active
